,idoc_mgl,wl_m,kf_ms,river,n_wooster,d10,d50,d90,so,dm,dg,percent_finer_1mm
0,11.45,0.255,0.0004227128897472589,fish bypass Ering,0.159179467231387,0.240945512820512,13.320341047503,62.7290322580645,10.9981575651663,23.9740793225717,4.43460640666518,21.9512195121951
1,7.278333333333333,0.33,0.00010447426954127415,fish bypass Ering,0.142106778731014,0.137798804780876,10.359096313912,48.2999999999999,13.2425459012153,17.7585062170773,2.80691851916099,29.754230459307003
2,8.225714285714286,0.425,0.00023322949321504075,fish bypass Ering,0.150062294988376,0.124554491017964,9.30857648099027,35.0390862944162,11.4947726870897,14.1619739564872,2.43199824789823,30.175371711780404
3,4.905714285714287,0.24,4.425375849040091e-05,fish bypass Ering,0.141619999479158,0.12443027027027,7.98329853862213,40.8658753709199,12.436583839241,14.8781824174941,2.37006884707443,34.5392368610511
8,5.753,0.05,0.0007416950270005436,Aich,0.20832535866621324,0.34,3.34,24.73,6.630041237315997,8.44,3.11,30.5
9,2.2585714285714285,0.2,0.00023842587380886845,Aich,0.16576996626526205,0.2,1.91,39.72,9.32235217099204,11.03,2.98,41.8
10,7.718999999999999,0.08,0.004003406577677217,Aich,0.1875397985712708,0.34,2.82,34.87,7.789853540460063,11.45,3.43,37.5
11,9.354666666666667,0.17,0.001459632717653831,Aich,0.2160826734553441,0.46,3.38,24.73,5.639148871948674,8.45,3.66,28.1
12,13.456,0.3,0.0033627967610754634,fish bypass Ering,0.211044116567935,0.43217270194986,14.2633969118982,48.044929245283,4.49140037335987,20.0770924022251,8.3221302401868,13.7902214793146
13,12.1375,0.31,0.002230284945103626,fish bypass Ering,0.199392241924775,0.429156479217603,16.8838167435728,61.9973780487804,4.84744760258569,25.9095335390953,10.1455353933643,13.6486243481388
14,12.479000000000001,0.255,0.0032023905497540785,fish bypass Ering,0.189986417669575,0.349230769230769,15.2179034157832,50.630035335689,9.16317978474848,20.8915748922994,4.41171863636467,18.0846422338568
15,12.50625,0.3,0.004999343245055428,fish bypass Ering,0.195214063037504,0.350767543859649,14.883046237534,46.1677277716794,6.40328923308778,19.6182940377626,5.38006974951478,16.5545325779036
16,7.617333333333334,0.19,0.0037066044111695373,Eyach,0.23141464048716728,1.21,21.15,53.15,3.7115374447904514,24.22,12.72,9.3
17,9.693333333333333,0.22,0.007099251088338999,Eyach,0.2547241212188938,1.49,18.98,49.24,3.6246131535407353,21.67,11.31,12.7
18,9.022666666666668,0.25,0.007898151954412864,Eyach,0.2389372779021649,1.32,15.23,53.81,4.386687575887553,22.81,11.01,8.1
19,7.537999999999999,0.17,0.005668172220342284,Eyach,0.22826359553601772,1.25,23.32,54.48,3.4039468944291564,25.87,14.5,9.4
20,8.812000000000001,0.23,0.004155262212126643,Glatt,0.2190655679270774,0.49,7.62,26.21,5.579886659703325,10.63,4.14,22.0
21,9.145000000000001,0.29,0.003335896386548398,Glatt,0.22107700548469802,0.82,22.57,54.69,5.284597079450318,25.24,9.4,13.100000000000001
22,5.475833333333333,0.37,0.0035035382645157106,Glatt,0.20737548389413227,0.69,22.76,54.8,4.305697789818634,25.38,11.59,12.3
23,7.198666666666667,0.31,0.002853280552565466,Glatt,0.18080716596475965,0.34,10.61,47.89,8.401298600919871,17.11,4.62,24.0
24,8.516,0.06,0.009072014104456377,Glatt,0.2411311754609452,0.82,14.52,46.73,4.997296566441998,18.98,7.4,13.600000000000001
25,10.639333333333333,0.04,0.012276364550584198,Glatt,0.22930914743401767,0.83,14.24,51.52,5.904844409465841,20.49,7.56,13.8
26,3.6199999999999997,0.25,0.000567103657980251,Glems,0.3128835516731669,0.15,0.45,1.74,2.2710998958306754,0.97,0.43,85.3
27,1.032,0.15,0.0008293275168577354,Glems,0.16652926869565196,0.29,3.4,46.6,8.872313605703347,15.37,3.45,37.6
28,1.0346666666666666,0.18,0.00024339779243731435,Glems,0.18839881681238047,0.15,0.61,15.67,7.581140033697196,5.03,1.46,61.1
29,2.9993333333333334,0.09,0.0010236751353587792,Glems,0.23568380136502773,0.27,1.05,12.46,4.421835770236991,4.45,1.69,49.2
30,2.1546666666666665,0.09,0.0003266571755218178,Glems,0.2765636744890997,0.17,0.67,3.45,3.13581462037113,1.75,0.75,67.4
31,2.716666666666667,0.07,0.0017765992172394096,Glems,0.18080716596475965,0.25,1.96,29.73,8.294576541331088,9.98,2.91,39.6
32,2.348666666666667,0.15,0.002620964412363315,Lein,0.1727302418616011,0.38,6.25,46.5,8.471405189362208,15.27,4.31,36.1
33,2.5253333333333337,0.24,0.0012742546312124123,Lein,0.16729204907921866,0.43,9.09,51.17,8.298154915401375,18.05,5.32,27.6
34,2.8264285714285715,0.27,0.0016637772715327782,Lein,0.2190655679270774,0.61,2.18,30.04,5.494531228205143,10.13,4.33,23.400000000000002
35,3.552,0.39,0.000849420919417518,Lein,0.13557446979518825,0.07,2.08,38.17,15.576789259547798,10.71,1.69,42.8
36,10.355333333333332,0.22,0.005053506375301457,Rems,0.2547241212188938,2.03,18.92,50.98,3.0256919399504585,22.7,14.46,7.9
37,9.967333333333332,0.28,0.004490638734084715,Rems,0.22930914743401767,0.87,17.09,52.37,5.4247241016430845,22.26,8.24,12.0
38,11.69,0.22,0.005073968380875528,Rems,0.23676334120696527,0.95,16.61,51.39,4.53482009581807,21.87,9.47,10.5
39,4.579285714285715,0.33,0.003777312362647293,Rems,0.2478344745344525,1.07,17.81,52.57,4.63421638882579,22.9,9.65,9.6
40,8.517999999999999,0.28,0.0010890967132115995,Rems,0.2489696700290771,1.89,22.14,52.61,2.8058270678722796,24.8,16.52,8.0
41,7.548,0.25,0.002865825932595755,Rems,0.2433452171619066,1.33,19.45,51.39,3.2329189142139576,23.0,13.74,8.9
42,12.158,0.17,0.0038835360103612188,fish bypass Ering,0.197577875454243,0.35510391198044,10.3263707571801,45.0074707031249,8.05415320033871,17.1837712454461,3.92920583878626,19.4916424920569
43,12.090714285714286,0.115,0.0001306496495117441,fish bypass Ering,0.207368869988127,0.409415584415584,9.65183246073298,41.6845023696682,6.18461672649634,15.1452609171099,4.92535429736893,17.7055610029415
44,10.446153846153846,0.17,0.0023715869137799044,Wieslauf,0.20176649873713623,0.67,19.82,54.85,6.930284709436269,24.11,7.2,15.8
45,10.26,0.17,0.0016597257257112905,Wieslauf,0.19993075506700778,0.55,6.07,47.25,7.006490497453706,15.51,5.39,22.3
46,1.0876923076923077,0.25,0.0003413698287376633,Wieslauf,0.1875397985712708,0.59,24.32,55.92,7.619460596084273,25.64,6.8,18.099999999999998
47,5.295384615384616,0.16,0.0021142503975110664,Wieslauf,0.19630922251844202,0.52,10.56,51.07,7.187407288404613,18.71,6.11,18.7
48,6.268666666666666,0.36,0.0012043573475726801,Wieslauf,0.1875397985712708,0.41,11.17,49.33,7.95467931955293,17.91,5.18,23.1
49,4.878,0.46,0.0013713235664710379,Würm,0.2160826734553441,0.7,13.39,44.37,5.676557140633201,17.6,5.86,15.8
50,4.674666666666667,0.42,0.001738063247079326,Würm,0.20832535866621324,0.61,9.88,38.57,5.847877770491159,14.94,5.02,19.6
51,6.284666666666666,0.33,0.001551646777119931,Würm,0.2131403954050489,0.66,10.23,44.69,6.15438091885626,16.17,5.48,18.8
52,2.9566666666666666,0.42,0.001236799069978214,Würm,0.21707243114677804,0.65,9.12,39.9,5.884548153999947,14.8,5.06,20.0
53,3.5346666666666664,0.38,0.0018829968297019743,Würm,0.284251975346194,1.67,13.97,41.59,3.122626894466377,18.5,9.77,5.7
54,3.7106666666666666,0.45,0.0022369885642833606,Würm,0.20737548389413227,0.61,8.68,38.69,5.7863937768852605,16.31,4.92,19.6
55,2.495,-0.39,0.0016372023333333333,Rhine (Knoblochsaue),0.244419537,0.249371508,2.362776025,9.896666667,4.838790104,4.384709818,1.54642108,39.09891248
56,1.329375,-0.0469999999990022,0.000908104875,Rhine (Knoblochsaue),0.220644129,0.244450935,0.870169082,12.60098522,5.573105623,5.025955817,1.668109732,53.84615385
57,1.5666666666666667,0.14,0.001001818375,Rhine (Knoblochsaue),0.210481913,0.185458167,0.868888889,12.64481605,6.17185387,4.969989392,1.519726807,52.9006883
58,2.370833333333333,0.285,0.001248737125,Rhine (Knoblochsaue),0.130029686,0.159130435,0.632653061,92.27880597,18.30601871,20.84318095,3.96842649,58.14479638
59,1.796,-0.245,0.002414434375,Rhine (Knoblochsaue),0.232545409,0.290329949,0.972610723,12.28831169,4.818522598,5.358067295,1.624893874,50.76323482
60,0.5379166666666667,0.095,0.000306650125,Rhine (Knoblochsaue),0.243646462,0.224845679,0.386840432,4.992,1.781536761,5.08962502,0.474106232,84.95971352
61,0.7837037037037037,0.48,0.00159559875,Rhine (Knoblochsaue),0.218708707,0.157021104,0.353453545,8.04,1.695978489,5.214123475,0.324906528,85.83509514
62,2.7291666666666665,0.46,0.001258693375,Rhine (Knoblochsaue),0.321790251,0.191380866,0.365129081,0.787777778,1.4164008,2.01193618,0.341674735,91.03747963
63,3.875333333333333,-0.412000000001,0.0015321958333333332,Rhine (Knoblochsaue),0.263332685,0.275997545,0.559459459,7.74676259,4.224245758,2.546112666,1.314235723,62.82118511
64,2.5395833333333333,0.0,0.0007815617500000001,Rhine (Knoblochsaue),0.204383526,0.150729167,0.867718447,12.36348548,6.920150591,4.361874401,1.415170796,52.11158466
65,2.11375,0.34,0.0016525909999999997,Rhine (Knoblochsaue),0.235909027,0.219587054,0.961174242,9.973799127,4.99957288,3.643395879,1.415346711,50.96018735
66,0.84875,0.51,0.0016266315,Rhine (Knoblochsaue),0.235138172,0.265807963,1.495454545,11.31182796,4.766780241,5.126227978,1.578507555,44.13978495
67,0.18583333333333332,-0.28,0.00039371733333333335,Rhine (Knoblochsaue),0.133619166,0.370941558,19.3556701,156.773743,15.28410104,53.11570414,7.676268659,25.99250936
68,0.7995238095238095,0.7,0.0021282332857142858,Rhine (Knoblochsaue),0.169733074,0.309119497,5.618181818,51.48583618,10.42513956,17.11699027,4.275946392,31.88608777
69,0.9588888888888888,0.31,0.0012168805,Rhine (Knoblochsaue),0.158880098,0.349031477,9.968957871,96.34745255,11.93072884,31.59901488,6.634626024,20.81712062
70,1.9973611111111111,0.64,0.0005050755,Rhine (Knoblochsaue),0.155908219,0.240291878,5.408695652,66.49055118,12.10319698,21.36064293,4.296634927,30.03754693
71,0.43166666666666664,-0.195,0.00046316150000000003,Rhine (Knoblochsaue),0.164337986,0.362311178,7.299465241,72.57855072,10.67860969,25.37436121,5.280588622,24.92286596
72,0.6591666666666667,0.07,0.001067030375,Rhine (Knoblochsaue),0.176836137,0.186662679,0.879072682,40.47954545,7.177113787,10.66125256,1.883022489,54.52839043
73,1.0,0.38,0.001168183857142857,Rhine (Knoblochsaue),0.21493623,0.255547753,0.995977011,7.75826087,4.117411801,8.699135448,1.390320429,50.17957927
74,1.5617708333333333,0.57,0.00239350325,Rhine (Knoblochsaue),0.302364322,0.337243402,1.081560284,6.557620818,3.463130307,3.035389015,1.43755453,47.40112994
75,0.4252777777777778,-0.258833299999992,0.001669485857142857,Rhine (Rastatter Rheinaue),0.18250608,0.297093023,16.07157851,50.55506329,9.368823142,21.4825515,4.250104886,19.11364199
76,2.2921296296296294,0.14,0.0014283858,Rhine (Rastatter Rheinaue),0.231642857,2.270967742,18.97383721,53.5248,2.835781844,24.66806575,15.85696026,8.716136631
77,5.46425925925926,0.34,0.00352765075,Rhine (Rastatter Rheinaue),0.234774627,1.85,19.70892857,45.73079019,2.569848211,21.94235044,13.76317253,8.648111332
78,5.745416666666666,0.56,0.0029834916666666663,Rhine (Rastatter Rheinaue),0.282054441,4.693953488,18.01520052,46.70766509,2.274020931,22.01975044,16.24095172,5.061559508
79,2.7186666666666666,-0.194000000000002,0.00064597425,Rhine (Rastatter Rheinaue),0.173173034,0.225141509,14.04013378,40.61568396,9.219412624,17.65990608,3.312380775,22.96714238
80,5.0529166666666665,0.11,0.0033610412500000002,Rhine (Rastatter Rheinaue),0.200637577,0.317647059,13.89252949,34.16775244,5.429970144,17.24909676,5.347340163,16.04982206
81,6.7644375,0.295,0.0024455887777777774,Rhine (Rastatter Rheinaue),0.223597924,0.6075,16.2252422,43.00011876,2.493459339,20.08436257,12.58835319,10.58735503
82,6.91375,0.42,0.0020319595,Rhine (Rastatter Rheinaue),0.24967229,2.419354839,16.17339494,36.43433544,2.374961312,19.26767322,12.56248193,8.292682927
83,1.8900000000000001,-0.466833332999996,0.0032680345000000006,Rhine (Rastatter Rheinaue),0.2076645,0.425,19.84771127,49.61146245,3.035173369,22.81467455,13.69883524,13.01921885
84,7.03125,0.04,0.002724699,Rhine (Rastatter Rheinaue),0.214512602,0.419607843,15.44099379,40.39895561,2.835280181,18.95365394,10.78246552,13.4279476
85,7.0475,0.35,0.001007976,Rhine (Rastatter Rheinaue),0.226779915,0.49464539,14.25004617,34.51586124,2.533317259,17.8770019,11.50899994,10.8365522
86,8.274285714285714,0.49,0.0013491447999999999,Rhine (Rastatter Rheinaue),0.214013341,0.392574257,19.03044872,42.94956522,2.42141044,20.65310792,12.96545144,12.56830601
